-678,5,-1853,747,191,133
-621,50,-1875,884,171,386
-501,113,-1919,1007,215,400
-413,164,-2052,1090,316,307
-357,247,-2292,1251,472,284
-297,331,-2575,890,590,307
-511,386,-2805,697,523,263
-268,410,-2931,582,265,157
-354,400,-3030,538,19,165
-432,391,-3133,457,-19,345
-467,393,-3315,261,9,526
-483,391,-3479,38,-91,679
-466,361,-3510,-112,-405,800
-355,344,-3490,-357,-652,1089
-144,395,-3411,-618,-824,1234
28,411,-3246,-933,-770,1288
227,446,-3118,-1220,-680,1205
414,457,-2980,-1485,-635,1011
578,441,-2794,-1731,-609,753
701,414,-2562,-1831,-620,398
739,355,-2275,-1985,-617,-13
721,265,-1971,-2066,-604,-400
698,175,-1663,-2076,-564,-721
644,100,-1377,-2017,-716,-974
600,23,-1125,-1907,-375,-1180
548,-54,-910,-1754,-154,-1373
470,-119,-734,-1535,87,-1290
366,-150,-580,-1249,293,-1715
244,-212,-458,-872,447,-1874
112,-279,-365,-426,569,-1938
-33,-337,-329,40,714,-2043
-179,-409,-336,547,875,-2154
-333,-507,-429,1099,995,-2301
-539,-565,-562,1361,1051,-2384
-815,-586,-776,1813,1079,-2251
-1079,-551,-1154,2329,956,-1954
-1223,-491,-1804,2893,560,-1799
-1046,-373,-2659,3405,436,-1851
-1485,-197,-3718,3324,915,-1926
-1684,293,-5183,2585,930,-2049
-2111,231,-5958,1868,217,-1666
-2171,343,-5199,580,-886,-690
-2099,471,-4443,-492,-1030,-289
-2078,366,-3941,-1103,-1017,-175
-2034,474,-3548,-1346,-1112,1
-1952,65,-3229,-1565,-1068,263
-1858,191,-2929,-1805,-935,495
-1786,-128,-2668,-1978,-831,693
-1736,-220,-2412,-2061,-830,855
-1720,-301,-2169,-2050,-907,804
-1680,-398,-1895,-2006,-1001,1183
-1594,-464,-1636,-1934,-990,1443
-1478,-495,-1366,-1826,-932,1688
-1361,-475,-1135,-1712,-803,1886
-1243,-457,-1223,-1523,-700,1992
-1119,-433,-828,-1245,-677,2084
-976,-387,-771,-980,-613,2229
-800,-328,-668,-760,-477,2373
-620,-290,-549,-531,-289,2465
-457,-217,-441,-284,-62,2513
-295,-137,-395,-11,122,2514
-126,-80,-403,143,115,2400
-256,-58,-373,508,-20,2158
39,-73,-342,939,-70,1892
82,-49,-423,1367,-20,1755
156,-217,-632,1711,138,1688
274,94,-851,1992,197,1762
369,182,-1053,2314,113,1355
405,259,-1117,2615,148,1088
474,347,-1642,2790,326,919
600,449,-2200,2849,355,695
656,517,-2757,2841,90,317
567,537,-3157,2728,-252,-111
377,518,-3411,2601,-346,-380
430,486,-3555,2191,-273,-420
12,454,-3527,1667,-255,-357
-49,418,-3364,1264,-340,-335
-151,375,-3204,1049,-369,-327
-222,360,-3140,900,-374,-268
-261,353,-3104,700,-292,-144
-249,355,-3031,417,-164,-45
-225,338,-2852,141,-57,-253
-229,309,-2630,-61,47,14
-255,272,-2432,-169,135,9
-292,219,-2352,-177,175,-12
-320,174,-2249,-168,180,-36
-340,138,-2187,-180,170,-68
-357,112,-2139,-195,141,-115
-380,92,-2090,-193,85,-178
-391,72,-2071,-149,5,-236
-404,61,-2069,-106,-53,-255
-415,58,-2084,-107,-63,-238
-414,75,-2130,-145,-49,-226
-392,95,-2194,-247,-14,-235
-367,128,-2215,-369,54,-195
-351,156,-2197,-472,186,-147
-334,219,-2197,-526,312,-58
-304,287,-2207,-490,306,-57
-289,336,-2213,-386,182,-152
-309,350,-2208,-500,45,-271
